Step 0: x = 0, y = 0, z = 0, vx = 0, vy = 0, vz = 0, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 790: x = 0, y = 0, z = -2752.96, vx = 0, vy = 0, vz = -232.497, phi = 0.280628, theta = 2.96539e+06, psi = 0, p = 0.0237, q = 250438, r = 0
Step 791: x = 0, y = 0, z = -2759.93, vx = 0, vy = 0, vz = -232.791, phi = 0.281339, theta = 2.97291e+06, psi = 0, p = 0.02373, q = 250755, r = 0
Step 792: x = 0, y = 0, z = -2766.92, vx = 0, vy = 0, vz = -233.086, phi = 0.282051, theta = 2.98043e+06, psi = 0, p = 0.02376, q = 251072, r = 0
Step 793: x = 0, y = 0, z = -2773.91, vx = 0, vy = 0, vz = -233.38, phi = 0.282764, theta = 2.98797e+06, psi = 0, p = 0.02379, q = 251389, r = 0
Step 794: x = 0, y = 0, z = -2780.92, vx = 0, vy = 0, vz = -233.674, phi = 0.283478, theta = 2.99551e+06, psi = 0, p = 0.02382, q = 251706, r = 0
Step 795: x = 0, y = 0, z = -2787.93, vx = 0, vy = 0, vz = -233.968, phi = 0.284193, theta = 3.00306e+06, psi = 0, p = 0.02385, q = 252023, r = 0
Step 796: x = 0, y = 0, z = -2794.95, vx = 0, vy = 0, vz = -234.263, phi = 0.284908, theta = 3.01063e+06, psi = 0, p = 0.02388, q = 252340, r = 0
Step 797: x = 0, y = 0, z = -2801.98, vx = 0, vy = 0, vz = -234.557, phi = 0.285625, theta = 3.0182e+06, psi = 0, p = 0.02391, q = 252657, r = 0
Step 798: x = 0, y = 0, z = -2809.02, vx = 0, vy = 0, vz = -234.851, phi = 0.286342, theta = 3.02578e+06, psi = 0, p = 0.02394, q = 252974, r = 0
Step 799: x = 0, y = 0, z = -2816.07, vx = 0, vy = 0, vz = -235.146, phi = 0.287061, theta = 3.03337e+06, psi = 0, p = 0.02397, q = 253291, r = 0
Step 800: x = 0, y = 0, z = -2823.12, vx = 0, vy = 0, vz = -235.44, phi = 0.28778, theta = 3.04097e+06, psi = 0, p = 0.024, q = 253608, r = 0
Step 801: x = 0, y = 0, z = -2830.19, vx = 0, vy = 0, vz = -235.734, phi = 0.2885, theta = 3.04858e+06, psi = 0, p = 0.02403, q = 253925, r = 0
Step 802: x = 0, y = 0, z = -2837.26, vx = 0, vy = 0, vz = -236.029, phi = 0.289221, theta = 3.0562e+06, psi = 0, p = 0.02406, q = 254242, r = 0
Step 803: x = 0, y = 0, z = -2844.34, vx = 0, vy = 0, vz = -236.323, phi = 0.289943, theta = 3.06383e+06, psi = 0, p = 0.02409, q = 254559, r = 0
Step 804: x = 0, y = 0, z = -2851.43, vx = 0, vy = 0, vz = -236.617, phi = 0.290666, theta = 3.07147e+06, psi = 0, p = 0.02412, q = 254876, r = 0
Step 805: x = 0, y = 0, z = -2858.53, vx = 0, vy = 0, vz = -236.911, phi = 0.29139, theta = 3.07912e+06, psi = 0, p = 0.02415, q = 255193, r = 0
Step 806: x = 0, y = 0, z = -2865.64, vx = 0, vy = 0, vz = -237.206, phi = 0.292115, theta = 3.08677e+06, psi = 0, p = 0.02418, q = 255510, r = 0
Step 807: x = 0, y = 0, z = -2872.76, vx = 0, vy = 0, vz = -237.5, phi = 0.29284, theta = 3.09444e+06, psi = 0, p = 0.02421, q = 255827, r = 0
Step 808: x = 0, y = 0, z = -2879.89, vx = 0, vy = 0, vz = -237.794, phi = 0.293567, theta = 3.10212e+06, psi = 0, p = 0.02424, q = 256144, r = 0
Step 809: x = 0, y = 0, z = -2887.02, vx = 0, vy = 0, vz = -238.089, phi = 0.294294, theta = 3.1098e+06, psi = 0, p = 0.02427, q = 256461, r = 0
Step 810: x = 0, y = 0, z = -2894.17, vx = 0, vy = 0, vz = -238.383, phi = 0.295022, theta = 3.1175e+06, psi = 0, p = 0.0243, q = 256778, r = 0
Step 811: x = 0, y = 0, z = -2901.32, vx = 0, vy = 0, vz = -238.677, phi = 0.295751, theta = 3.12521e+06, psi = 0, p = 0.02433, q = 257095, r = 0
Step 812: x = 0, y = 0, z = -2908.48, vx = 0, vy = 0, vz = -238.972, phi = 0.296481, theta = 3.13292e+06, psi = 0, p = 0.02436, q = 257412, r = 0
Step 813: x = 0, y = 0, z = -2915.65, vx = 0, vy = 0, vz = -239.266, phi = 0.297212, theta = 3.14064e+06, psi = 0, p = 0.02439, q = 257729, r = 0
Step 814: x = 0, y = 0, z = -2922.83, vx = 0, vy = 0, vz = -239.56, phi = 0.297944, theta = 3.14838e+06, psi = 0, p = 0.02442, q = 258046, r = 0
Step 815: x = 0, y = 0, z = -2930.02, vx = 0, vy = 0, vz = -239.854, phi = 0.298677, theta = 3.15612e+06, psi = 0, p = 0.02445, q = 258363, r = 0
Step 816: x = 0, y = 0, z = -2937.22, vx = 0, vy = 0, vz = -240.149, phi = 0.299411, theta = 3.16387e+06, psi = 0, p = 0.02448, q = 258680, r = 0
Step 817: x = 0, y = 0, z = -2944.43, vx = 0, vy = 0, vz = -240.443, phi = 0.300145, theta = 3.17164e+06, psi = 0, p = 0.02451, q = 258997, r = 0
Step 818: x = 0, y = 0, z = -2951.64, vx = 0, vy = 0, vz = -240.737, phi = 0.300881, theta = 3.17941e+06, psi = 0, p = 0.02454, q = 259314, r = 0
Step 819: x = 0, y = 0, z = -2958.86, vx = 0, vy = 0, vz = -241.032, phi = 0.301617, theta = 3.18719e+06, psi = 0, p = 0.02457, q = 259631, r = 0
Step 820: x = 0, y = 0, z = -2966.1, vx = 0, vy = 0, vz = -241.326, phi = 0.302354, theta = 3.19498e+06, psi = 0, p = 0.0246, q = 259948, r = 0
Step 821: x = 0, y = 0, z = -2973.34, vx = 0, vy = 0, vz = -241.62, phi = 0.303093, theta = 3.20278e+06, psi = 0, p = 0.02463, q = 260265, r = 0
Step 822: x = 0, y = 0, z = -2980.59, vx = 0, vy = 0, vz = -241.915, phi = 0.303832, theta = 3.21059e+06, psi = 0, p = 0.02466, q = 260582, r = 0
Step 823: x = 0, y = 0, z = -2987.85, vx = 0, vy = 0, vz = -242.209, phi = 0.304572, theta = 3.21841e+06, psi = 0, p = 0.02469, q = 260899, r = 0
Step 824: x = 0, y = 0, z = -2995.12, vx = 0, vy = 0, vz = -242.503, phi = 0.305313, theta = 3.22624e+06, psi = 0, p = 0.02472, q = 261216, r = 0
Step 825: x = 0, y = 0, z = -3002.39, vx = 0, vy = 0, vz = -242.797, phi = 0.306054, theta = 3.23408e+06, psi = 0, p = 0.02475, q = 261533, r = 0
Step 826: x = 0, y = 0, z = -3009.68, vx = 0, vy = 0, vz = -243.092, phi = 0.306797, theta = 3.24192e+06, psi = 0, p = 0.02478, q = 261850, r = 0
Step 827: x = 0, y = 0, z = -3016.97, vx = 0, vy = 0, vz = -243.386, phi = 0.307541, theta = 3.24978e+06, psi = 0, p = 0.02481, q = 262167, r = 0
Step 828: x = 0, y = 0, z = -3024.28, vx = 0, vy = 0, vz = -243.68, phi = 0.308285, theta = 3.25765e+06, psi = 0, p = 0.02484, q = 262484, r = 0
Step 829: x = 0, y = 0, z = -3031.59, vx = 0, vy = 0, vz = -243.975, phi = 0.30903, theta = 3.26553e+06, psi = 0, p = 0.02487, q = 262801, r = 0
Step 830: x = 0, y = 0, z = -3038.91, vx = 0, vy = 0, vz = -244.269, phi = 0.309777, theta = 3.27341e+06, psi = 0, p = 0.0249, q = 263118, r = 0
Step 831: x = 0, y = 0, z = -3046.24, vx = 0, vy = 0, vz = -244.563, phi = 0.310524, theta = 3.28131e+06, psi = 0, p = 0.02493, q = 263435, r = 0
Step 832: x = 0, y = 0, z = -3053.58, vx = 0, vy = 0, vz = -244.858, phi = 0.311272, theta = 3.28921e+06, psi = 0, p = 0.02496, q = 263752, r = 0
Step 833: x = 0, y = 0, z = -3060.93, vx = 0, vy = 0, vz = -245.152, phi = 0.312021, theta = 3.29713e+06, psi = 0, p = 0.02499, q = 264069, r = 0
Step 834: x = 0, y = 0, z = -3068.28, vx = 0, vy = 0, vz = -245.446, phi = 0.312771, theta = 3.30505e+06, psi = 0, p = 0.02502, q = 264386, r = 0
Step 835: x = 0, y = 0, z = -3075.65, vx = 0, vy = 0, vz = -245.74, phi = 0.313522, theta = 3.31298e+06, psi = 0, p = 0.02505, q = 264703, r = 0
Step 836: x = 0, y = 0, z = -3083.02, vx = 0, vy = 0, vz = -246.035, phi = 0.314273, theta = 3.32093e+06, psi = 0, p = 0.02508, q = 265020, r = 0
Step 837: x = 0, y = 0, z = -3090.4, vx = 0, vy = 0, vz = -246.329, phi = 0.315026, theta = 3.32888e+06, psi = 0, p = 0.02511, q = 265337, r = 0
Step 838: x = 0, y = 0, z = -3097.8, vx = 0, vy = 0, vz = -246.623, phi = 0.315779, theta = 3.33684e+06, psi = 0, p = 0.02514, q = 265654, r = 0
Step 839: x = 0, y = 0, z = -3105.2, vx = 0, vy = 0, vz = -246.918, phi = 0.316534, theta = 3.34481e+06, psi = 0, p = 0.02517, q = 265971, r = 0
Step 840: x = 0, y = 0, z = -3112.61, vx = 0, vy = 0, vz = -247.212, phi = 0.317289, theta = 3.35279e+06, psi = 0, p = 0.0252, q = 266288, r = 0
Step 841: x = 0, y = 0, z = -3120.02, vx = 0, vy = 0, vz = -247.506, phi = 0.318045, theta = 3.36078e+06, psi = 0, p = 0.02523, q = 266605, r = 0
Step 842: x = 0, y = 0, z = -3127.45, vx = 0, vy = 0, vz = -247.801, phi = 0.318802, theta = 3.36878e+06, psi = 0, p = 0.02526, q = 266922, r = 0
Step 843: x = 0, y = 0, z = -3134.89, vx = 0, vy = 0, vz = -248.095, phi = 0.31956, theta = 3.37679e+06, psi = 0, p = 0.02529, q = 267239, r = 0
Step 844: x = 0, y = 0, z = -3142.33, vx = 0, vy = 0, vz = -248.389, phi = 0.320319, theta = 3.38481e+06, psi = 0, p = 0.02532, q = 267556, r = 0
Step 845: x = 0, y = 0, z = -3149.78, vx = 0, vy = 0, vz = -248.683, phi = 0.321079, theta = 3.39284e+06, psi = 0, p = 0.02535, q = 267873, r = 0
Step 846: x = 0, y = 0, z = -3157.25, vx = 0, vy = 0, vz = -248.978, phi = 0.32184, theta = 3.40088e+06, psi = 0, p = 0.02538, q = 268190, r = 0
Step 847: x = 0, y = 0, z = -3164.72, vx = 0, vy = 0, vz = -249.272, phi = 0.322601, theta = 3.40893e+06, psi = 0, p = 0.02541, q = 268507, r = 0
Step 848: x = 0, y = 0, z = -3172.2, vx = 0, vy = 0, vz = -249.566, phi = 0.323364, theta = 3.41698e+06, psi = 0, p = 0.02544, q = 268824, r = 0
Step 849: x = 0, y = 0, z = -3179.69, vx = 0, vy = 0, vz = -249.861, phi = 0.324127, theta = 3.42505e+06, psi = 0, p = 0.02547, q = 269141, r = 0
Step 850: x = 0, y = 0, z = -3187.18, vx = 0, vy = 0, vz = -250.155, phi = 0.324891, theta = 3.43313e+06, psi = 0, p = 0.0255, q = 269459, r = 0
Step 851: x = 0, y = 0, z = -3194.69, vx = 0, vy = 0, vz = -250.449, phi = 0.325656, theta = 3.44121e+06, psi = 0, p = 0.02553, q = 269776, r = 0
Step 852: x = 0, y = 0, z = -3202.2, vx = 0, vy = 0, vz = -250.744, phi = 0.326422, theta = 3.44931e+06, psi = 0, p = 0.02556, q = 270093, r = 0
Step 853: x = 0, y = 0, z = -3209.73, vx = 0, vy = 0, vz = -251.038, phi = 0.327189, theta = 3.45741e+06, psi = 0, p = 0.02559, q = 270410, r = 0
Step 854: x = 0, y = 0, z = -3217.26, vx = 0, vy = 0, vz = -251.332, phi = 0.327957, theta = 3.46553e+06, psi = 0, p = 0.02562, q = 270727, r = 0
Step 855: x = 0, y = 0, z = -3224.8, vx = 0, vy = 0, vz = -251.626, phi = 0.328726, theta = 3.47365e+06, psi = 0, p = 0.02565, q = 271044, r = 0
Step 856: x = 0, y = 0, z = -3232.35, vx = 0, vy = 0, vz = -251.921, phi = 0.329496, theta = 3.48178e+06, psi = 0, p = 0.02568, q = 271361, r = 0
Step 857: x = 0, y = 0, z = -3239.91, vx = 0, vy = 0, vz = -252.215, phi = 0.330266, theta = 3.48992e+06, psi = 0, p = 0.02571, q = 271678, r = 0
Step 858: x = 0, y = 0, z = -3247.48, vx = 0, vy = 0, vz = -252.509, phi = 0.331038, theta = 3.49808e+06, psi = 0, p = 0.02574, q = 271995, r = 0
Step 859: x = 0, y = 0, z = -3255.06, vx = 0, vy = 0, vz = -252.804, phi = 0.33181, theta = 3.50624e+06, psi = 0, p = 0.02577, q = 272312, r = 0
Step 860: x = 0, y = 0, z = -3262.64, vx = 0, vy = 0, vz = -253.098, phi = 0.332583, theta = 3.51441e+06, psi = 0, p = 0.0258, q = 272629, r = 0
Step 861: x = 0, y = 0, z = -3270.24, vx = 0, vy = 0, vz = -253.392, phi = 0.333358, theta = 3.52259e+06, psi = 0, p = 0.02583, q = 272946, r = 0
Step 862: x = 0, y = 0, z = -3277.84, vx = 0, vy = 0, vz = -253.687, phi = 0.334133, theta = 3.53078e+06, psi = 0, p = 0.02586, q = 273263, r = 0
Step 863: x = 0, y = 0, z = -3285.45, vx = 0, vy = 0, vz = -253.981, phi = 0.334909, theta = 3.53898e+06, psi = 0, p = 0.02589, q = 273580, r = 0
Step 864: x = 0, y = 0, z = -3293.08, vx = 0, vy = 0, vz = -254.275, phi = 0.335686, theta = 3.54719e+06, psi = 0, p = 0.02592, q = 273897, r = 0
Step 865: x = 0, y = 0, z = -3300.71, vx = 0, vy = 0, vz = -254.569, phi = 0.336463, theta = 3.55541e+06, psi = 0, p = 0.02595, q = 274214, r = 0
Step 866: x = 0, y = 0, z = -3308.34, vx = 0, vy = 0, vz = -254.864, phi = 0.337242, theta = 3.56364e+06, psi = 0, p = 0.02598, q = 274531, r = 0
Step 867: x = 0, y = 0, z = -3315.99, vx = 0, vy = 0, vz = -255.158, phi = 0.338022, theta = 3.57187e+06, psi = 0, p = 0.02601, q = 274848, r = 0
Step 868: x = 0, y = 0, z = -3323.65, vx = 0, vy = 0, vz = -255.452, phi = 0.338802, theta = 3.58012e+06, psi = 0, p = 0.02604, q = 275165, r = 0
Step 869: x = 0, y = 0, z = -3331.31, vx = 0, vy = 0, vz = -255.747, phi = 0.339583, theta = 3.58838e+06, psi = 0, p = 0.02607, q = 275482, r = 0
Step 870: x = 0, y = 0, z = -3338.99, vx = 0, vy = 0, vz = -256.041, phi = 0.340366, theta = 3.59664e+06, psi = 0, p = 0.0261, q = 275799, r = 0
Step 871: x = 0, y = 0, z = -3346.67, vx = 0, vy = 0, vz = -256.335, phi = 0.341149, theta = 3.60492e+06, psi = 0, p = 0.02613, q = 276116, r = 0
Step 872: x = 0, y = 0, z = -3354.36, vx = 0, vy = 0, vz = -256.63, phi = 0.341933, theta = 3.61321e+06, psi = 0, p = 0.02616, q = 276433, r = 0
Step 873: x = 0, y = 0, z = -3362.06, vx = 0, vy = 0, vz = -256.924, phi = 0.342718, theta = 3.6215e+06, psi = 0, p = 0.02619, q = 276750, r = 0
Step 874: x = 0, y = 0, z = -3369.77, vx = 0, vy = 0, vz = -257.218, phi = 0.343504, theta = 3.62981e+06, psi = 0, p = 0.02622, q = 277067, r = 0
Step 875: x = 0, y = 0, z = -3377.49, vx = 0, vy = 0, vz = -257.512, phi = 0.344291, theta = 3.63812e+06, psi = 0, p = 0.02625, q = 277384, r = 0
Step 876: x = 0, y = 0, z = -3385.22, vx = 0, vy = 0, vz = -257.807, phi = 0.345078, theta = 3.64644e+06, psi = 0, p = 0.02628, q = 277701, r = 0
Step 877: x = 0, y = 0, z = -3392.95, vx = 0, vy = 0, vz = -258.101, phi = 0.345867, theta = 3.65478e+06, psi = 0, p = 0.02631, q = 278018, r = 0
Step 878: x = 0, y = 0, z = -3400.7, vx = 0, vy = 0, vz = -258.395, phi = 0.346656, theta = 3.66312e+06, psi = 0, p = 0.02634, q = 278335, r = 0
Step 879: x = 0, y = 0, z = -3408.45, vx = 0, vy = 0, vz = -258.69, phi = 0.347447, theta = 3.67147e+06, psi = 0, p = 0.02637, q = 278652, r = 0
Step 880: x = 0, y = 0, z = -3416.21, vx = 0, vy = 0, vz = -258.984, phi = 0.348238, theta = 3.67983e+06, psi = 0, p = 0.0264, q = 278969, r = 0
Step 881: x = 0, y = 0, z = -3423.99, vx = 0, vy = 0, vz = -259.278, phi = 0.34903, theta = 3.6882e+06, psi = 0, p = 0.02643, q = 279286, r = 0
Step 882: x = 0, y = 0, z = -3431.77, vx = 0, vy = 0, vz = -259.573, phi = 0.349823, theta = 3.69658e+06, psi = 0, p = 0.02646, q = 279603, r = 0
Step 883: x = 0, y = 0, z = -3439.55, vx = 0, vy = 0, vz = -259.867, phi = 0.350617, theta = 3.70497e+06, psi = 0, p = 0.02649, q = 279920, r = 0
Step 884: x = 0, y = 0, z = -3447.35, vx = 0, vy = 0, vz = -260.161, phi = 0.351412, theta = 3.71337e+06, psi = 0, p = 0.02652, q = 280237, r = 0
Step 885: x = 0, y = 0, z = -3455.16, vx = 0, vy = 0, vz = -260.455, phi = 0.352208, theta = 3.72178e+06, psi = 0, p = 0.02655, q = 280554, r = 0
Step 886: x = 0, y = 0, z = -3462.97, vx = 0, vy = 0, vz = -260.75, phi = 0.353005, theta = 3.7302e+06, psi = 0, p = 0.02658, q = 280871, r = 0
Step 887: x = 0, y = 0, z = -3470.8, vx = 0, vy = 0, vz = -261.044, phi = 0.353802, theta = 3.73863e+06, psi = 0, p = 0.02661, q = 281188, r = 0
Step 888: x = 0, y = 0, z = -3478.63, vx = 0, vy = 0, vz = -261.338, phi = 0.354601, theta = 3.74706e+06, psi = 0, p = 0.02664, q = 281505, r = 0
Step 889: x = 0, y = 0, z = -3486.47, vx = 0, vy = 0, vz = -261.633, phi = 0.3554, theta = 3.75551e+06, psi = 0, p = 0.02667, q = 281822, r = 0
Step 890: x = 0, y = 0, z = -3494.32, vx = 0, vy = 0, vz = -261.927, phi = 0.3562, theta = 3.76397e+06, psi = 0, p = 0.0267, q = 282139, r = 0
Step 891: x = 0, y = 0, z = -3502.18, vx = 0, vy = 0, vz = -262.221, phi = 0.357001, theta = 3.77243e+06, psi = 0, p = 0.02673, q = 282456, r = 0
Step 892: x = 0, y = 0, z = -3510.05, vx = 0, vy = 0, vz = -262.516, phi = 0.357803, theta = 3.78091e+06, psi = 0, p = 0.02676, q = 282773, r = 0
Step 893: x = 0, y = 0, z = -3517.93, vx = 0, vy = 0, vz = -262.81, phi = 0.358606, theta = 3.78939e+06, psi = 0, p = 0.02679, q = 283090, r = 0
Step 894: x = 0, y = 0, z = -3525.82, vx = 0, vy = 0, vz = -263.104, phi = 0.35941, theta = 3.79789e+06, psi = 0, p = 0.02682, q = 283407, r = 0
Step 895: x = 0, y = 0, z = -3533.71, vx = 0, vy = 0, vz = -263.398, phi = 0.360215, theta = 3.80639e+06, psi = 0, p = 0.02685, q = 283724, r = 0
Step 896: x = 0, y = 0, z = -3541.61, vx = 0, vy = 0, vz = -263.693, phi = 0.361021, theta = 3.81491e+06, psi = 0, p = 0.02688, q = 284041, r = 0
Step 897: x = 0, y = 0, z = -3549.53, vx = 0, vy = 0, vz = -263.987, phi = 0.361827, theta = 3.82343e+06, psi = 0, p = 0.02691, q = 284358, r = 0
Step 898: x = 0, y = 0, z = -3557.45, vx = 0, vy = 0, vz = -264.281, phi = 0.362635, theta = 3.83196e+06, psi = 0, p = 0.02694, q = 284675, r = 0
Step 899: x = 0, y = 0, z = -3565.38, vx = 0, vy = 0, vz = -264.576, phi = 0.363443, theta = 3.8405e+06, psi = 0, p = 0.02697, q = 284992, r = 0
Step 900: x = 0, y = 0, z = -3573.32, vx = 0, vy = 0, vz = -264.87, phi = 0.364252, theta = 3.84906e+06, psi = 0, p = 0.027, q = 285309, r = 0
Step 901: x = 0, y = 0, z = -3581.26, vx = 0, vy = 0, vz = -265.164, phi = 0.365063, theta = 3.85762e+06, psi = 0, p = 0.02703, q = 285626, r = 0
Step 902: x = 0, y = 0, z = -3589.22, vx = 0, vy = 0, vz = -265.459, phi = 0.365874, theta = 3.86619e+06, psi = 0, p = 0.02706, q = 285943, r = 0
Step 903: x = 0, y = 0, z = -3597.19, vx = 0, vy = 0, vz = -265.753, phi = 0.366686, theta = 3.87477e+06, psi = 0, p = 0.02709, q = 286260, r = 0
Step 904: x = 0, y = 0, z = -3605.16, vx = 0, vy = 0, vz = -266.047, phi = 0.367499, theta = 3.88336e+06, psi = 0, p = 0.02712, q = 286577, r = 0
Step 905: x = 0, y = 0, z = -3613.14, vx = 0, vy = 0, vz = -266.341, phi = 0.368312, theta = 3.89196e+06, psi = 0, p = 0.02715, q = 286894, r = 0
Step 906: x = 0, y = 0, z = -3621.14, vx = 0, vy = 0, vz = -266.636, phi = 0.369127, theta = 3.90057e+06, psi = 0, p = 0.02718, q = 287211, r = 0
Step 907: x = 0, y = 0, z = -3629.14, vx = 0, vy = 0, vz = -266.93, phi = 0.369943, theta = 3.90918e+06, psi = 0, p = 0.02721, q = 287528, r = 0
Step 908: x = 0, y = 0, z = -3637.15, vx = 0, vy = 0, vz = -267.224, phi = 0.370759, theta = 3.91781e+06, psi = 0, p = 0.02724, q = 287845, r = 0
Step 909: x = 0, y = 0, z = -3645.17, vx = 0, vy = 0, vz = -267.519, phi = 0.371576, theta = 3.92645e+06, psi = 0, p = 0.02727, q = 288162, r = 0
Step 910: x = 0, y = 0, z = -3653.19, vx = 0, vy = 0, vz = -267.813, phi = 0.372395, theta = 3.9351e+06, psi = 0, p = 0.0273, q = 288479, r = 0
Step 911: x = 0, y = 0, z = -3661.23, vx = 0, vy = 0, vz = -268.107, phi = 0.373214, theta = 3.94375e+06, psi = 0, p = 0.02733, q = 288796, r = 0
Step 912: x = 0, y = 0, z = -3669.27, vx = 0, vy = 0, vz = -268.402, phi = 0.374034, theta = 3.95242e+06, psi = 0, p = 0.02736, q = 289113, r = 0
Step 913: x = 0, y = 0, z = -3677.33, vx = 0, vy = 0, vz = -268.696, phi = 0.374855, theta = 3.96109e+06, psi = 0, p = 0.02739, q = 289430, r = 0
Step 914: x = 0, y = 0, z = -3685.39, vx = 0, vy = 0, vz = -268.99, phi = 0.375677, theta = 3.96978e+06, psi = 0, p = 0.02742, q = 289747, r = 0
Step 915: x = 0, y = 0, z = -3693.46, vx = 0, vy = 0, vz = -269.284, phi = 0.3765, theta = 3.97847e+06, psi = 0, p = 0.02745, q = 290064, r = 0
Step 916: x = 0, y = 0, z = -3701.54, vx = 0, vy = 0, vz = -269.579, phi = 0.377323, theta = 3.98718e+06, psi = 0, p = 0.02748, q = 290381, r = 0
Step 917: x = 0, y = 0, z = -3709.63, vx = 0, vy = 0, vz = -269.873, phi = 0.378148, theta = 3.99589e+06, psi = 0, p = 0.02751, q = 290698, r = 0
Step 918: x = 0, y = 0, z = -3717.73, vx = 0, vy = 0, vz = -270.167, phi = 0.378973, theta = 4.00461e+06, psi = 0, p = 0.02754, q = 291015, r = 0
Step 919: x = 0, y = 0, z = -3725.84, vx = 0, vy = 0, vz = -270.462, phi = 0.3798, theta = 4.01334e+06, psi = 0, p = 0.02757, q = 291332, r = 0
Step 920: x = 0, y = 0, z = -3733.95, vx = 0, vy = 0, vz = -270.756, phi = 0.380627, theta = 4.02209e+06, psi = 0, p = 0.0276, q = 291649, r = 0
Step 921: x = 0, y = 0, z = -3742.08, vx = 0, vy = 0, vz = -271.05, phi = 0.381455, theta = 4.03084e+06, psi = 0, p = 0.02763, q = 291966, r = 0
Step 922: x = 0, y = 0, z = -3750.21, vx = 0, vy = 0, vz = -271.345, phi = 0.382284, theta = 4.0396e+06, psi = 0, p = 0.02766, q = 292283, r = 0
Step 923: x = 0, y = 0, z = -3758.35, vx = 0, vy = 0, vz = -271.639, phi = 0.383114, theta = 4.04837e+06, psi = 0, p = 0.02769, q = 292600, r = 0
Step 924: x = 0, y = 0, z = -3766.5, vx = 0, vy = 0, vz = -271.933, phi = 0.383945, theta = 4.05715e+06, psi = 0, p = 0.02772, q = 292917, r = 0
Step 925: x = 0, y = 0, z = -3774.66, vx = 0, vy = 0, vz = -272.227, phi = 0.384777, theta = 4.06594e+06, psi = 0, p = 0.02775, q = 293234, r = 0
Step 926: x = 0, y = 0, z = -3782.83, vx = 0, vy = 0, vz = -272.522, phi = 0.38561, theta = 4.07474e+06, psi = 0, p = 0.02778, q = 293551, r = 0
Step 927: x = 0, y = 0, z = -3791.01, vx = 0, vy = 0, vz = -272.816, phi = 0.386443, theta = 4.08354e+06, psi = 0, p = 0.02781, q = 293868, r = 0
Step 928: x = 0, y = 0, z = -3799.19, vx = 0, vy = 0, vz = -273.11, phi = 0.387278, theta = 4.09236e+06, psi = 0, p = 0.02784, q = 294185, r = 0
Step 929: x = 0, y = 0, z = -3807.39, vx = 0, vy = 0, vz = -273.405, phi = 0.388113, theta = 4.10119e+06, psi = 0, p = 0.02787, q = 294502, r = 0
Step 930: x = 0, y = 0, z = -3815.59, vx = 0, vy = 0, vz = -273.699, phi = 0.388949, theta = 4.11003e+06, psi = 0, p = 0.0279, q = 294819, r = 0
Step 931: x = 0, y = 0, z = -3823.8, vx = 0, vy = 0, vz = -273.993, phi = 0.389786, theta = 4.11887e+06, psi = 0, p = 0.02793, q = 295136, r = 0
Step 932: x = 0, y = 0, z = -3832.03, vx = 0, vy = 0, vz = -274.288, phi = 0.390624, theta = 4.12773e+06, psi = 0, p = 0.02796, q = 295453, r = 0
Step 933: x = 0, y = 0, z = -3840.26, vx = 0, vy = 0, vz = -274.582, phi = 0.391463, theta = 4.13659e+06, psi = 0, p = 0.02799, q = 295770, r = 0
Step 934: x = 0, y = 0, z = -3848.5, vx = 0, vy = 0, vz = -274.876, phi = 0.392303, theta = 4.14547e+06, psi = 0, p = 0.02802, q = 296087, r = 0
Step 935: x = 0, y = 0, z = -3856.74, vx = 0, vy = 0, vz = -275.17, phi = 0.393144, theta = 4.15435e+06, psi = 0, p = 0.02805, q = 296404, r = 0
Step 936: x = 0, y = 0, z = -3865, vx = 0, vy = 0, vz = -275.465, phi = 0.393986, theta = 4.16325e+06, psi = 0, p = 0.02808, q = 296721, r = 0
Step 937: x = 0, y = 0, z = -3873.27, vx = 0, vy = 0, vz = -275.759, phi = 0.394828, theta = 4.17215e+06, psi = 0, p = 0.02811, q = 297038, r = 0
Step 938: x = 0, y = 0, z = -3881.54, vx = 0, vy = 0, vz = -276.053, phi = 0.395672, theta = 4.18106e+06, psi = 0, p = 0.02814, q = 297355, r = 0
Step 939: x = 0, y = 0, z = -3889.82, vx = 0, vy = 0, vz = -276.348, phi = 0.396516, theta = 4.18999e+06, psi = 0, p = 0.02817, q = 297672, r = 0
Step 940: x = 0, y = 0, z = -3898.12, vx = 0, vy = 0, vz = -276.642, phi = 0.397361, theta = 4.19892e+06, psi = 0, p = 0.0282, q = 297989, r = 0
Step 941: x = 0, y = 0, z = -3906.42, vx = 0, vy = 0, vz = -276.936, phi = 0.398208, theta = 4.20786e+06, psi = 0, p = 0.02823, q = 298306, r = 0
Step 942: x = 0, y = 0, z = -3914.73, vx = 0, vy = 0, vz = -277.231, phi = 0.399055, theta = 4.21681e+06, psi = 0, p = 0.02826, q = 298623, r = 0
Step 943: x = 0, y = 0, z = -3923.05, vx = 0, vy = 0, vz = -277.525, phi = 0.399903, theta = 4.22577e+06, psi = 0, p = 0.02829, q = 298940, r = 0
Step 944: x = 0, y = 0, z = -3931.37, vx = 0, vy = 0, vz = -277.819, phi = 0.400752, theta = 4.23474e+06, psi = 0, p = 0.02832, q = 299257, r = 0
Step 945: x = 0, y = 0, z = -3939.71, vx = 0, vy = 0, vz = -278.113, phi = 0.401601, theta = 4.24372e+06, psi = 0, p = 0.02835, q = 299574, r = 0
